COUNTYNS,GEOID,ALAND,AWATER,NAME,State,UniqueID,TREND_Z,TREND_P,TREND_BIN,CATEGORY,PATTERN,PERC_HOT,PERC_COLD,SUM_VALUE,MIN_VALUE,MAX_VALUE,MEAN_VALUE,STD_VALUE,MED_VALUE,population,populati_1,populati_2,raceandhis,wealth_pci,ownerrente,ownerren_1,ownerren_2,ownerren_3,households,househol_1,househol_2,househol_3,populati_3,populati_4,historical,housingcos,housingc_1,housingc_2,housingc_3,homevalue_,Point_Coun,END_DATE1_,END_DATE11,END_DATE_1,END_DATE_2,END_DATE_3,END_DATE_4,END_DATE_5,END_DATE_6,END_DATE_7,END_DATE_8,END_DATE_9,END_DAT_10,END_DAT_11,END_DAT_12,END_DAT_13,END_DAT_14,END_DAT_15,END_DAT_16,END_DAT_17,Shape__Are,Shape__Len,GlobalID,PM25Weight
1784920,17143,1602352656,30706564,Peoria County,Illinois,667,-4.408182,1.04242E-05,-3,4,Persistent Hot Spot,100,0,235.1338362,8.624913314,17.52736721,12.37546506,2.541776117,11.82075146,0.17,-0.23,-0.42,56641,32098,25644,34.56,48556,65.44,11167,15.17,62462,84.83,182638,178844,186751,0,626,0,73629,195977,31,17.52736721,13.80981524,16.47066977,15.61385683,15.24774827,15.41327946,11.96720554,13.07257506,12.11420324,11.721709,10.84907517,10.2152023,10.90086708,10.5850867,8.624913314,9.943121379,10.06300578,11.82075146,9.173383364,2851644435,237735.8594,{9CC15FC4-E7BB-4BA3-A750-468BF6B3753A},12.93080729
1784940,17145,1144157907,13416186,Perry County,Illinois,668,-3.848412857,0.000118886,-3,4,Persistent Hot Spot,100,0,243.5128596,8.856937397,20.7867174,12.8164663,3.190899677,11.66641287,-0.33,-0.3,-0.57,3133,20612,2243,27.56,5896,72.44,1495,17.96,6828,82.04,21736,21126,22360,0,387,118279,8323,120972,23,20.7867174,15.05812182,17.29407786,15.72554994,15.44204738,15.49602371,13.08976311,15.57563454,12.33307953,11.66641287,9.927834184,9.440524533,10.36996616,11.2137056,8.856937397,10.15626058,10.58705582,11.63341792,8.85972928,1871464507,195004.6445,{D2A62AFD-94F9-41AC-B9C4-0DA0BB144502},12.85785395
424275,17147,1137399517,755574,Piatt County,Illinois,669,-4.478153143,7.52916E-06,-3,4,Persistent Hot Spot,100,0,247.4638574,9.039951393,21.05048623,13.02441355,3.091472387,12.20243111,0.22,0.2,-0.1,677,35372,1307,18.74,5667,81.26,371,5.54,6329,94.46,17036,16951,16740,0,599,0,6700,186351,22,21.05048623,16.25761751,16.77447323,15.97447325,15.44254458,15.04821718,12.67277147,14.99854134,13.54894651,12.01069692,10.35623985,10.21110211,11.18217182,10.7345219,9.039951393,9.949675873,10.62341978,12.20243111,9.38557534,1942405111,197126.4912,{8B34302F-828C-4DE7-9686-9FA899C83F53},13.25875568
1784941,17149,2153325386,45283711,Pike County,Illinois,670,-4.338210857,1.43647E-05,-3,6,Sporadic Hot Spot,89.47368421,0,217.9020762,7.460034598,16.61284602,11.46853033,2.774065461,11.08525088,-0.56,-0.18,-0.42,769,24022,1628,24.72,4958,75.28,957,14.66,5570,85.34,16151,15814,16388,0,387,104300,6527,126235,45,16.61284602,13.08114187,16.10484432,16.03806228,13.94463667,13.93806228,11.26323529,12.8865917,11.3000865,10.40458478,9.457396204,8.690354663,10.6601211,9.239576123,7.460034598,9.020458497,8.792560556,11.08525088,7.922231868,3710414040,283231.8206,{23D380BE-4AE6-4CDB-8AE0-58943088929D},11.56881252
424277,17151,955109665,14328524,Pope County,Illinois,671,-4.058326286,4.94257E-05,-3,4,Persistent Hot Spot,100,0,223.2419345,8.201913433,18.89385699,11.7495755,3.021475336,10.69899499,0.13,-0.48,-0.52,471,23800,194,10.94,1580,89.06,248,15.09,1396,84.91,4274,4163,4470,0,260,131100,1644,142326,20,18.89385699,14.20261833,16.39738172,13.8405841,14.38429004,15.28358511,12.21923464,13.86253777,10.85971801,10.51661631,9.017085454,8.568542733,9.3158794,10.24532665,8.422412066,9.222110559,9.089246225,10.69899499,8.201913433,1539378653,206519.4676,{05086458-3177-4D60-A7B6-E7151E402F2D},11.76460303
1784966,17153,515887463,10473575,Pulaski County,Illinois,672,-3.778441714,0.000157813,-3,4,Persistent Hot Spot,100,0,231.6812977,8.55973281,19.33091601,12.19375251,3.036037042,11.38702292,-1.75,-0.3,-0.83,2152,21085,624,24.29,1945,75.71,431,19.83,1742,80.17,5992,5746,6160,0,324,108966,2173,100334,10,19.33091601,13.99351145,17.23244278,14.21793892,15.16679389,15.26354962,12.69236643,14.33587787,11.38702292,11.19637406,9.343320635,8.605343535,10.04522901,10.65248094,8.69923662,9.700381668,9.580343489,11.6784351,8.55973281,831631925,179517.2886,{3912B669-D070-4F0A-994C-716EDBCFD7AF},12.20669343
424279,17155,414659150,31195045,Putnam County,Illinois,673,-4.408182,1.04242E-05,-3,4,Persistent Hot Spot,100,0,235.1361274,8.934433002,17.25123458,12.37558565,2.439677663,11.96728396,-0.13,-0.16,-0.49,507,37372,423,16.93,2075,83.07,187,7.81,2208,92.19,5917,5773,6012,0,517,160705,2395,173361,9,17.25123458,13.60761319,16.13106998,15.61337446,14.94279833,15.18518523,11.96728396,13.49485595,12.62716049,11.49218107,10.94329895,10.43546393,10.69876286,10.66762885,8.934433002,9.657731922,10.37298971,12.14762886,8.965432101,788368012.2,131567.1081,{91E0C8D0-0491-46AF-BA81-671BE3618781},12.45724332
1784967,17157,1490060417,56152454,Randolph County,Illinois,674,-3.918384,8.91446E-05,-3,4,Persistent Hot Spot,100,0,231.7766104,8.204190144,19.59268294,12.19876897,2.996114956,11.29912444,-0.12,-0.2,-0.42,5286,22235,3333,27.82,8646,72.18,1403,11.82,10470,88.18,32870,32183,33461,0,473,137779,11873,143876,31,19.59268294,13.86366479,16.61963727,15.10900564,14.95797375,14.53927453,12.21550969,14.63489681,11.79237024,11.25128206,9.609693563,9.070919317,10.03258286,10.58655409,8.204190144,9.751282048,10.30737961,11.29912444,8.338586612,2497641752,244374.0928,{EDF2781F-245B-4A31-B771-0674E398253E},12.33494546
424281,17159,932537547,4874777,Richland County,Illinois,675,-3.988355143,6.6533E-05,-3,4,Persistent Hot Spot,100,0,259.8470164,9.625823018,19.76255144,13.67615876,3.086490178,12.16532922,0.05,-0.05,-0.24,900,26972,2388,35.75,4292,64.25,1005,15.5,5477,84.5,16153,15964,16231,0,431,124662,6482,141577,18,19.76255144,17.33858022,17.08569958,17.18055557,16.24269549,16.53580251,14.88518518,17.10524689,13.64176953,11.71944443,10.62530865,10.11316869,11.74022634,11.80637862,9.963271601,10.71265432,11.5973251,12.16532922,9.625823018,1541890855,180670.027,{798DB491-7F46-44C4-A2D6-8A9C1376E9ED},13.70352682
424282,17161,1106960127,61870420,Rock Island County,Illinois,676,-3.988355143,6.6533E-05,-3,3,Intensifying Hot Spot,100,0,231.9844569,9.242585229,15.72862809,12.20970826,2.015871004,12.41126089,-0.12,-0.21,-0.4,42929,28717,21309,35.29,39076,64.71,8415,13.96,51879,86.04,144743,141840,147503,0,606,0,60294,166517,21,15.72862809,12.61562252,14.27850914,14.73425854,14.81950834,15.55765266,12.75313244,13.14123711,11.47311658,12.41126089,11.40935766,10.68810469,10.31245046,10.29762096,9.242585229,10.43441711,10.09175259,12.52291831,9.472323559,2083378319,312998.4543,{CB9775B5-30E5-431E-8A75-6C8D7AE41686},12.52238806
1784987,17163,1703509128,42001352,St. Clair County,Illinois,677,-3.988355143,6.6533E-05,-3,4,Persistent Hot Spot,100,0,243.6336998,8.567509644,20.10582739,12.82282631,3.138058987,11.99411764,0.53,-0.16,-0.37,103410,29005,36582,35.16,67472,64.84,16604,16.11,86459,83.89,266198,261295,270085,0,631,0,103063,183585,34,20.10582739,15.17036834,17.42149532,16.50412315,15.84365037,14.96855415,12.73666849,15.23683344,12.69312809,11.49928532,10.0699835,9.572237466,10.72237493,10.67839472,8.567509644,10.17185267,10.7680044,11.99411764,8.909290802,2851957817,235988.3261,{55294B18-2BAF-409E-95EE-6F7782EF61FE},13.00551417
424283,17165,983905217,18001305,Saline County,Illinois,678,-4.058326286,4.94257E-05,-3,4,Persistent Hot Spot,100,0,239.9682811,8.941785376,19.85346631,12.62990953,3.120272848,11.36106362,-0.7,-0.32,-0.58,2152,23645,2718,26.82,7418,73.18,2256,22.56,7746,77.44,24189,23491,24910,0,395,104314,10002,108452,20,19.85346631,15.29591644,17.1776828,15.06419752,15.33893638,16.32421651,13.07473884,15.02554607,11.92260208,11.19192783,9.895536564,9.283475802,10.05375119,11.15716999,9.061158586,9.819943025,10.12516617,11.36106362,8.941785376,1605421431,160899.5755,{C3E7385D-BA61-49B5-8523-1BF9D458AA47},12.80256247
1785010,17167,2248877362,22577724,Sangamon County,Illinois,679,-4.548124286,5.41262E-06,-3,4,Persistent Hot Spot,100,0,243.6208801,8.37069325,19.18430885,12.82215158,3.029784987,11.78476547,0.44,0.06,-0.09,40344,35611,22153,26.43,61659,73.57,11479,13.72,72182,86.28,198600,197691,197758,0,631,0,83661,186452,47,19.18430885,15.9792445,17.23383145,17.30585308,15.91374014,14.92880864,12.74968867,13.76280614,12.5852636,11.60996264,10.49061851,10.24084682,11.47318389,10.43856374,8.37069325,10.13013698,10.42478209,11.78476547,9.013781648,3848327113,309187.9267,{DB152961-1764-485D-8007-D5F18F714099},13.03741442
1785037,17169,1132511778,10511618,Schuyler County,Illinois,680,-4.198268571,2.68964E-05,-3,4,Persistent Hot Spot,94.73684211,0,221.1094651,7.818847768,17.02156378,11.63734027,2.622635885,10.86543209,0.48,-0.68,-0.93,482,25118,554,19.3,2317,80.7,276,9.73,2560,90.27,7082,6758,7538,0,455,108363,2836,113962,22,17.02156378,13.26304526,15.71942388,15.27884773,14.43489711,14.56090535,10.84880658,12.27456791,11.41909464,10.86543209,10.09522635,9.119588454,10.68082304,9.630534985,7.818847768,9.383539097,9.203539103,11.27547326,8.215308673,1959114302,244190.3136,{54D118AB-FEBF-493F-BE13-0ED78AD14E14},11.98834098
424286,17171,649861225,4812707,Scott County,Illinois,681,-4.338210857,1.43647E-05,-3,4,Persistent Hot Spot,100,0,229.8867436,7.766570645,17.59956772,12.09930229,2.915010427,11.35922189,-0.33,-0.27,-0.57,138,29239,505,23.1,1681,76.9,227,11.59,1732,88.41,5224,5076,5349,571,330,112870,1959,136972,14,17.59956772,14.42896253,16.42593661,17.0302594,14.44783861,14.89596542,12.25533141,13.36642651,11.96397696,11.16772334,9.852161355,9.353602292,11.04798274,9.75806918,7.766570645,9.173198868,9.532997105,11.35922189,8.460951023,1105521168,145716.4516,{56D95207-99F1-44A5-9A89-46FB7B9F985F},12.20891566
1785051,17173,1964543080,24746071,Shelby County,Illinois,682,-4.198268571,2.68964E-05,-3,4,Persistent Hot Spot,100,0,252.6114787,9.168579772,20.47558364,13.29534098,3.103207705,12.17879377,-0.23,-0.14,-0.4,676,26118,1585,17.17,7647,82.83,1156,12.56,8047,87.44,22080,21641,22369,0,410,124790,9203,125441,40,20.47558364,17.05583659,17.15992218,16.10758756,16.36556421,15.3553502,13.3774319,15.81434827,13.58200389,11.97694554,10.7340953,10.10034048,11.57213035,10.81318094,9.168579772,10.33234435,10.82213037,12.17879377,9.619309341,3335059159,275241.7208,{002735BC-7BDF-416A-AFAE-828B6A78A8F2},13.47927047
424288,17175,745984521,708705,Stark County,Illinois,683,-4.198268571,2.68964E-05,-3,4,Persistent Hot Spot,100,0,233.0970075,8.719077295,17.44114714,12.26826355,2.412994101,12.04164589,-0.55,0.12,-0.48,293,28218,533,21.54,1941,78.46,345,15.04,1949,84.96,6061,5918,5992,0,425,108203,2294,116461,16,17.44114714,12.97356607,15.59064842,15.53129678,14.84688281,15.3361596,12.04164589,13.1776808,12.14027432,11.59962596,10.91134662,10.25536157,10.5701995,10.75960101,8.719077295,9.69912717,10.09513714,12.19039898,9.217830411,1315884891,153980.4706,{652EE4B2-924E-4009-BA3E-A778306A83B3},12.31437685
1785076,17177,1462219648,1350223,Stephenson County,Illinois,684,-3.568528286,0.000358992,-3,6,Sporadic Hot Spot,89.47368421,0,218.9947269,9.289265546,14.78418079,11.52603826,1.601176767,11.90238542,-0.26,-0.39,-0.66,8412,27886,6217,32.13,13134,67.87,2767,14.11,16842,85.89,46009,44506,47700,0,485,0,19609,153578,31,14.78418079,11.90238542,13.25655994,12.8635907,13.17394854,13.90897677,12.1566855,12.58374135,11.9252354,10.42259888,11.0289391,10.44444444,9.345699938,9.96302572,9.289265546,10.20935344,9.997614563,12.16032643,9.578154427,2681475994,208753.1756,{BBC85BFE-6AD2-4195-898D-A25D272D5B2F},11.95781371
1785094,17179,1674222062,29832978,Tazewell County,Illinois,685,-4.338210857,1.43647E-05,-3,4,Persistent Hot Spot,100,0,237.8158967,8.497029718,18.54026403,12.51662614,2.81289967,11.66716171,0.53,-0.04,-0.22,8766,34471,14789,27.14,39694,72.86,4593,8.41,50020,91.59,134954,133470,135488,0,584,0,54613,187533,35,18.54026403,14.96870189,17.51540154,15.50566558,15.41215624,15.57788782,11.9059956,12.88124312,12.08366337,11.4458196,10.61353136,10.2179318,11.01391638,10.57722771,8.497029718,9.999614956,10.18322334,11.66716171,9.209460944,2950892663,257104.3689,{5D7E932A-FDA0-4302-A684-6693D281188F},12.75842347
1785113,17181,1070856127,22502069,Union County,Illinois,686,-3.918384,8.91446E-05,-3,4,Persistent Hot Spot,100,0,224.3959826,8.075283858,18.6523144,11.81031487,2.908048647,10.99903929,-0.27,-0.22,-0.59,1596,26067,1257,17.84,5787,82.16,1035,15.52,5634,84.48,17449,16941,17819,0,384,133218,6669,147075,21,18.6523144,13.64585152,16.61039302,13.72812227,14.58174673,14.53441048,12.26620087,14.1809607,11.00148471,10.99903929,9.113799147,8.468122235,9.760698712,10.46829695,8.248733651,9.490130993,9.826026211,10.74436684,8.075283858,1738835849,188278.1724,{1FC29AF4-0D20-4E1C-B9C8-F7A55CABB0BC},11.78722422
1785114,17183,2326560311,7531159,Vermilion County,Illinois,687,-4.408182,1.04242E-05,-3,4,Persistent Hot Spot,100,0,254.4583234,9.360620713,20.0674325,13.39254334,2.823976407,13.56098348,-0.28,-0.45,-0.64,17779,24837,8282,26.17,23362,73.83,5436,17.43,25744,82.57,78269,75792,81584,0,499,0,31180,115231,47,20.0674325,15.90604597,16.62527208,16.12732771,15.71313988,15.52273278,13.73663845,15.26291818,14.3336961,12.81459089,10.81745265,10.22257156,11.73611447,11.48182184,9.360620713,10.06481257,11.38625555,13.56098348,9.717896006,4003602096,277414.5254,{C7ACADDB-ECD0-4ACB-9430-895E41DCF1F1},13.69492363
424293,17185,578264185,10973558,Wabash County,Illinois,688,-3.918384,8.91446E-05,-3,4,Persistent Hot Spot,100,0,258.1771615,9.408156596,20.45889072,13.58827166,3.220457998,12.00391515,-0.79,-0.37,-0.41,759,26874,1485,30.25,3424,69.75,668,13.64,4228,86.36,11547,11315,11932,0,440,96477,4896,111054,12,20.45889072,17.57520392,16.88009788,16.42871124,16.14159873,16.86231648,14.91663949,17.17569333,13.3569331,11.13833605,10.61288742,10.03654157,11.63621533,11.93360519,9.744045665,10.57993476,11.28743884,12.00391515,9.408156596,962099363.3,217910.888,{02237D97-2E7E-49E7-BDD3-2053ADD9DEDD},13.61611583
1785134,17187,1404747944,1674135,Warren County,Illinois,689,-4.198268571,2.68964E-05,-3,4,Persistent Hot Spot,100,0,227.2372536,8.437319341,16.08751644,11.95985545,2.180558515,11.65367935,-0.56,-0.41,-0.57,2688,26435,1557,23.11,5181,76.89,766,11.45,5924,88.55,17044,16566,17700,0,466,0,6690,127060,29,16.08751644,12.67089357,14.92503285,15.00229961,14.58508541,14.78764784,11.65367935,12.9480289,11.39395531,11.75591326,10.78318002,10.27220762,10.79691195,10.24894875,8.437319341,10.11360051,9.577398165,12.13495401,9.062680706,2460362684,204861.2701,{E0D057B3-0A0A-438C-B0C8-647F36DEED84},11.97707028
1785150,17189,1457059688,3456567,Washington County,Illinois,690,-4.058326286,4.94257E-05,-3,4,Persistent Hot Spot,100,0,247.8209085,8.658450257,21.36486305,13.04320571,3.341890775,11.8279893,-0.29,-0.28,-0.51,605,29335,1386,23.92,4409,76.08,474,7.93,5501,92.07,14343,13984,14706,681,502,138302,5975,149246,30,21.36486305,15.67454911,17.51048766,16.50741484,15.64876422,15.58096194,13.29432197,15.95437544,12.78350034,11.51122244,10.22945888,9.642885771,10.75390781,11.01068804,8.658450257,10.10213761,10.80414161,11.8279893,8.960788234,2378576201,256250.7136,{F8852B79-5A2D-47D0-A957-3CFECAC37101},13.07003539
424296,17191,1848948304,4224962,Wayne County,Illinois,691,-4.058326286,4.94257E-05,-3,4,Persistent Hot Spot,100,0,258.4589107,9.485404546,20.86689581,13.60310056,3.317811869,12.10364887,-0.23,-0.16,-0.27,764,26595,1362,19.38,5667,80.62,999,14.12,6076,85.88,16519,16294,16750,0,379,123927,7075,118727,38,20.86689581,17.50539397,17.49661557,16.69989425,16.1738234,17.00666314,14.4702274,17.02490749,13.21570597,11.42987837,10.49212056,9.990428332,11.29661556,11.66557378,9.748016926,10.48693813,11.30015863,12.10364887,9.485404546,3024469276,221343.7151,{11078F95-8291-4834-BF93-21234DA501BF},13.6908446
424297,17193,1281491812,18346746,White County,Illinois,692,-3.988355143,6.6533E-05,-3,4,Persistent Hot Spot,100,0,253.4579579,9.541216214,20.70653153,13.33989252,3.259134206,12.02417417,-0.47,-0.31,-0.58,621,27053,1627,26.58,4495,73.42,873,14.35,5209,85.65,14246,13838,14652,0,386,108173,6082,109027,27,20.70653153,16.83663664,17.56471472,16.15525528,15.73273274,16.89722222,13.91261261,16.59144144,12.61418919,11.52357358,10.27717718,9.751501474,10.94782281,11.65412913,9.612462466,10.35795796,10.7566066,12.02417417,9.541216214,2101682166,242346.8124,{78F0143D-1AAC-4F93-A33B-92A605484DA2},13.3432906
1785167,17195,1772158753,31836569,Whiteside County,Illinois,693,-3.848412857,0.000118886,-3,3,Intensifying Hot Spot,100,0,234.8143147,9.399695444,16.37182741,12.35864814,2.023415311,12.21771573,-0.36,-0.3,-0.52,9057,26727,6057,25.83,17396,74.17,2245,9.62,21101,90.38,56871,55416,58495,0,517,141855,23346,147665,37,16.37182741,13.14639593,14.33309644,14.86192894,14.79532996,15.61857868,12.21771573,13.18629441,12.4080203,11.94086293,11.71482233,11.02786801,10.1548731,10.42284266,9.399695444,10.1977665,10.44756347,12.56467005,10.00416242,3244237763,245141.9101,{BBA376E6-599F-4372-A9A5-A3283D9EBA48},12.74714
1785190,17197,2164927644,34548925,Will County,Illinois,694,-3.778441714,0.000157813,-3,3,Intensifying Hot Spot,100,0,261.7045513,10.18495576,18.45031606,13.77392375,2.325598263,13.846102,3.04,0.45,0.54,265989,34718,39553,16.82,195582,83.18,15875,6.97,211973,93.03,706224,725533,678518,0,976,0,227848,279466,42,18.45031606,15.08621998,17.38562998,16.36818375,14.9561315,16.53472399,13.846102,14.75343447,15.45516227,13.29498525,11.96725664,11.80952381,11.57981458,12.03754739,10.18495576,10.75865992,12.05217024,13.94660766,11.23712601,3917785510,317025.3321,{73644CF3-12C3-40D5-BA32-381543A4AFF1},13.90130206
1785215,17199,1088263100,62602559,Williamson County,Illinois,695,-3.778441714,0.000157813,-3,4,Persistent Hot Spot,100,0,232.689598,8.528583909,19.58811188,12.24682095,3.03002056,11.03339161,0.8,0.35,0.27,7570,27093,9162,32.42,19098,67.58,3929,14.5,23160,85.5,68558,69494,66408,0,541,136883,27089,158523,24,19.58811188,14.2611014,16.57027975,14.39650348,15.20716783,15.55148602,12.60104896,14.77578671,11.43575174,10.96870631,9.468094407,8.914947574,9.792307691,10.78924826,8.685576926,9.771503501,10.35000001,11.03339161,8.528583909,1842974080,173189.5386,{2DD1946A-46EE-4FE0-B484-088E85901774},12.53256176
1785216,17201,1329234270,15455847,Winnebago County,Illinois,696,-3.778441714,0.000157813,-3,3,Intensifying Hot Spot,94.73684211,0,225.8777926,9.461739118,15.57551839,11.88830487,1.719569624,12.16120401,0.59,-0.2,-0.42,92347,28098,36553,31.99,77703,68.01,16373,14.29,98235,85.71,289819,283772,295317,0,632,0,114608,154462,26,15.57551839,12.73578595,13.83464883,13.34354515,13.39277591,14.13846153,12.28033445,13.20615385,12.73785954,10.80494983,11.11424746,10.6450836,9.461739118,10.27739131,9.496053515,10.39678933,10.32408027,12.16120401,9.951170574,2462467652,206920.5269,{43D344AC-9394-45BB-98D5-6AC6C8D02A9E},12.32802998
1785231,17203,1366946108,38461366,Woodford County,Illinois,697,-4.268239714,1.97022E-05,-3,4,Persistent Hot Spot,100,0,235.6710218,8.559865331,18.08698583,12.40373799,2.635810104,11.75555557,0.87,0.15,-0.06,1955,34920,2484,17.11,12033,82.89,1120,7.69,13446,92.31,39188,39062,38724,0,595,201345,14566,212167,29,18.08698583,14.09157114,16.86668913,15.20708024,15.14173972,15.22440998,11.91496966,13.30262981,12.6467296,11.55745111,10.70720536,10.17407406,10.84653198,10.14249156,8.559865331,9.999393946,10.45218856,11.75555557,8.99345921,2454122585,229445.6848,{91C62166-F1E0-4506-93B1-BA18398D33AF},12.43364482
