STATENS,GEOID,STUSPS,NAME,ALAND,AWATER,UniqueID,TREND_Z,TREND_P,TREND_BIN,CATEGORY,PATTERN,PERC_HOT,PERC_COLD,SUM_VALUE,MIN_VALUE,MAX_VALUE,MEAN_VALUE,STD_VALUE,MED_VALUE,population,populati_1,populati_2,raceandhis,wealth_pci,ownerrente,ownerren_1,ownerren_2,ownerren_3,households,househol_1,househol_2,househol_3,populati_3,populati_4,historical,housingcos,housingc_1,housingc_2,housingc_3,homevalue_,END_DATE1_,END_DATE11,END_DATE_1,END_DATE_2,END_DATE_3,END_DATE_4,END_DATE_5,END_DATE_6,END_DATE_7,END_DATE_8,END_DATE_9,END_DAT_10,END_DAT_11,END_DAT_12,END_DAT_13,END_DAT_14,END_DAT_15,END_DAT_16,END_DAT_17,Shape__Are,Shape__Len,PM25Weight,GlobalID
01779784,17,IL,Illinois,143780567633.000000000000000,6214824948.000000000000000,14,-4.268239714,1.97022E-05,-3,4,Persistent Hot Spot,100.000000000000000,0,240.753251092999989,8.969377583160000,18.532339951200001,12.671223741800000,2.640511015900000,12.160653087500000,0.33,0.07,-0.03,5096720.000000000000000,34487.000000000000000,1679103.000000000000000,34.350000000000001,3208880.000000000000000,65.650000000000006,610371.000000000000000,12.650000000000000,4216042.000000000000000,87.349999999999994,12908934.000000000000000,12889042.000000000000000,12828853.000000000000000,0,846.000000000000000,0,4826413.000000000000000,273696.000000000000000,18.532339951200001,14.703574494600000,16.420444038199999,15.698686607599999,15.119591828200001,15.286146986100000,12.716138147200001,14.352514424300001,12.810791676599999,11.721550871500000,10.638256269099999,10.141847139299999,10.843062503400001,10.715777610300000,8.969377583160000,10.066802645999999,10.515079319800000,12.160653087500000,9.340615909569999,249654111717.000000000000000,2747061.682469999883324,13.534607815399999,{E9633A87-CE2F-42F9-948E-C09B9F2D6650}
